"Feature ID"	"Expression values"	"Gene length"	"Unique gene reads"	"Total gene reads"	"RPKM"	"Chromosome region start"	"Chromosome region end"
MT3550	4.282	408	30	30	4.282	3848896	3849303
MT3551	2.828	1215	59	59	2.828	3849266	3850480
MT3554	1.991	1404	48	48	1.991	3854301	3855704
MT3555	4.555	1368	107	107	4.555	3855701	3857068
MT3556	8.078	1449	201	201	8.078	3857033	3858481
MT3557	24.107	744	308	308	24.107	3858611	3859354
MT3559	15.73	696	188	188	15.73	3859386	3860081
MT3560	12.617	240	52	52	12.617	3860139	3860378
MT3561	16.55	1689	480	480	16.55	3860350	3862038
truA	133.534	894	2050	2050	133.534	3862000	3862893
rplQ	397.233	543	3704	3704	397.233	3862838	3863380
rpoA	298.252	1044	5347	5347	298.252	3863412	3864455
rpsD	281.655	606	2931	2931	281.655	3864607	3865212
rpsK	285.068	420	2056	2056	285.068	3865221	3865640
rpsM	374.404	375	2411	2411	374.404	3865644	3866018
rpmJ	489.878	114	959	959	489.878	3866234	3866347
infA	589.944	222	2249	2249	589.944	3866380	3866601
MT3569	9.638	858	142	142	9.638	3866855	3867712
rfbB	86.766	996	1484	1484	86.766	3867785	3868780
strM	63.397	609	663	663	63.397	3868782	3869390
MT3572	13.927	669	119	160	13.927	3869473	3870141
MT3572.1	3.487	1002	17	60	3.487	3870146	3871147
MT3573	72.374	1392	1345	1730	72.374	3870822	3872213
MT3573.1	75.383	798	1033	1033	75.383	3872204	3873001
MT3573.2	37.947	399	260	260	37.947	3872998	3873396
MT3573.3	26.716	1419	651	651	26.716	3873393	3874811
MT3573.4	16.217	474	132	132	16.217	3874929	3875402
MT3573.5	31.357	273	147	147	31.357	3875416	3875688
MT3573.6	23.109	315	125	125	23.109	3875685	3875999
MT3573.7	30.91	471	250	250	30.91	3876080	3876550
MT3573.8	81.958	513	722	722	81.958	3876724	3877236
MT3573.9	26.726	207	95	95	26.726	3877244	3877450
MT3573.10	21.029	108	38	39	21.029	3877458	3877565
MT3573.11	112.326	675	1302	1302	112.326	3877514	3878188
MT3573.12	155.7	426	1139	1139	155.7	3878236	3878661
MT3573.13	19.058	165	52	54	19.058	3878694	3878858
MT3573.14	7.982	321	42	44	7.982	3879064	3879384
MT3573.15	2.692	411	19	19	2.692	3879581	3879991
MT3573.16	5.869	129	13	13	5.869	3880019	3880147
MT3574	5.052	1095	95	95	5.052	3880166	3881260
bphI-1	4.09	1011	71	71	4.09	3881264	3882274
MT3576	5.863	1629	164	164	5.863	3882335	3883963
MT3577	1.574	555	15	15	1.574	3883999	3884553
MT3578	10.337	507	90	90	10.337	3884553	3885059
MT3579	9.87	885	150	150	9.87	3885139	3886023
MT3580	6.988	1350	162	162	6.988	3886204	3887553
MT3580.1	1.713	102	3	3	1.713	3887552	3887653
MT3580.2	142.033	123	300	300	142.033	3887791	3887913
MT3581	211.171	297	1077	1077	211.171	3887926	3888222
MT3582	79.32	1182	591	1610	79.32	3888259	3889440
MT3583	26.717	3228	1481	1481	26.717	3889491	3892718
MT3584	26.355	1518	687	687	26.355	3892742	3894259
MT3585	8.44	690	100	100	8.44	3894326	3895015
MT3586	40.087	783	539	539	40.087	3895157	3895939
MT3587	44.356	663	505	505	44.356	3895983	3896645
MT3588	126.286	1542	3344	3344	126.286	3896908	3898449
MT3589	37.502	882	568	568	37.502	3898455	3899336
MT3590	149.017	492	1259	1259	149.017	3899563	3900054
MT3591	523.925	984	8853	8853	523.925	3900007	3900990
MT3592	25.163	324	140	140	25.163	3901500	3901823
MT3593	317.991	165	901	901	317.991	3901905	3902069
otsA	148.441	1437	3663	3663	148.441	3902135	3903571
MT3595	71.208	579	708	708	71.208	3903722	3904300
MT3596	78.248	483	649	649	78.248	3904297	3904779
MT3597	66.222	729	829	829	66.222	3904779	3905507
MT3598	82.695	1695	2407	2407	82.695	3905507	3907201
MT3599	80.015	1155	1587	1587	80.015	3907212	3908366
MT3600	70.199	1353	1631	1631	70.199	3908363	3909715
MT3601	58.451	1074	1078	1078	58.451	3909715	3910788
MT3602	42.085	1053	761	761	42.085	3910778	3911830
MT3603	44.099	1203	911	911	44.099	3911830	3913032
MT3604	27.77	843	402	402	27.77	3913052	3913894
MT3605	21.858	714	268	268	21.858	3913929	3914642
fabG (NC_002755 3914859..3915873)	29.461	1014	513	513	29.461	3914860	3915873
fdxD	44.585	192	147	147	44.585	3915898	3916089
MT3608	17.475	1203	361	361	17.475	3916304	3917506
MT3609	19.826	1122	382	382	19.826	3917531	3918652
MT3610	5.943	1509	154	154	5.943	3918723	3920231
MT3612	14.674	4155	1047	1047	14.674	3920402	3924556
MT3612.1	68.98	5148	5636	6098	68.98	3924808	3929955
MT3613	39.737	1549	1057	1057	39.737	3930122	3931670
MT3614	11.132	837	160	160	11.132	3931667	3932503
MT3615.1	12.045	5700	1179	1179	12.045	3932863	3938562
MT3615.2	0.709	657	7	8	0.709	3938691	3939347
MT3615.3	13.371	3654	738	839	13.371	3939393	3943046
MT3615.4	12.764	219	48	48	12.764	3943392	3943610
MT3616	23.194	1647	438	656	23.194	3943607	3945253
MT3617	26.029	792	354	354	26.029	3945327	3946118
MT3618	5.896	642	65	65	5.896	3946412	3947053
MT3619	27.894	1119	536	536	27.894	3947108	3948226
MT3620	31.215	222	119	119	31.215	3948216	3948437
MT3621	115.339	1032	2044	2044	115.339	3948468	3949499
MT3622	45.428	1005	784	784	45.428	3949571	3950575
MT3622.1	15.912	1065	291	291	15.912	3950591	3951655
MT3623	61.231	1185	1246	1246	61.231	3951672	3952856
MT3624	44.183	1032	783	783	44.183	3952898	3953929
MT3625	18.746	525	169	169	18.746	3953943	3954467
MT3626	125.706	1185	2558	2558	125.706	3954555	3955739
MT3627	51.504	450	398	398	51.504	3955748	3956197
MT3628	14.897	129	33	33	14.897	3956311	3956439
MT3629	19.819	714	243	243	19.819	3956622	3957335
MT3630	7.647	198	26	26	7.647	3957566	3957763
MT3631	8.235	198	28	28	8.235	3957768	3957965
MT3632	15.68	1155	311	311	15.68	3958027	3959181
MT3633	20.973	783	282	282	20.973	3959181	3959963
MT3634	42.436	1128	822	822	42.436	3959960	3961087
MT3636	9.253	1221	194	194	9.253	3961486	3962706
MT3637	15.216	1749	457	457	15.216	3962848	3964596
bphI-2	53.55	1032	949	949	53.55	3964695	3965726
mhpF	59.255	912	928	928	59.255	3965732	3966643
mhpD	83.127	786	1122	1122	83.127	3966654	3967439
MT3641	37.693	1701	1101	1101	37.693	3967503	3969203
MT3642	29.151	861	431	431	29.151	3969205	3970065
MT3643	9.827	1440	243	243	9.827	3970202	3971641
MT3644	24.377	1161	486	486	24.377	3971642	3972802
MT3645	44.049	390	295	295	44.049	3972802	3973191
MT3646	45.915	936	738	738	45.915	3973188	3974123
MT3647	45.726	1164	914	914	45.726	3974120	3975283
MT3648	45.499	1038	811	811	45.499	3975268	3976305
MT3649	38.152	1302	853	853	38.152	3976287	3977588
MT3650	23.175	1176	468	468	23.175	3977700	3978875
MT3651	39.461	456	309	309	39.461	3978987	3979442
MT3652	28.351	951	463	463	28.351	3979525	3980475
MT3653	32.85	780	440	440	32.85	3980462	3981241
MT3653.1	2.218	105	4	4	2.218	3981238	3981342
MT3654	26.064	744	333	333	26.064	3981296	3982039
MT3655	31.137	879	470	470	31.137	3982039	3982917
MT3656	32.172	753	416	416	32.172	3982914	3983666
MT3657	29.95	1083	557	557	29.95	3983749	3984831
MT3658	18.806	2019	652	652	18.806	3984867	3986885
MT3659	26.336	869	393	393	26.336	3986973	3987841
MT3660	55.876	1161	1114	1114	55.876	3987946	3989106
MT3661	41.237	603	427	427	41.237	3989171	3989773
MT3663	10.577	1872	339	340	10.577	3990122	3991993
MT3664	12.695	789	164	172	12.695	3991788	3992576
MT3665	15.388	1158	306	306	15.388	3992573	3993730
MT3666	19.721	1503	509	509	19.721	3993799	3995301
MT3667	24.649	1134	480	480	24.649	3995302	3996435
MT3668	20.388	954	334	334	20.388	3996438	3997391
MT3669	16.795	957	276	276	16.795	3997388	3998344
MT3670	10.638	1166	213	213	10.638	3998341	3999506
nhoA	27.408	852	401	401	27.408	3999471	4000322
MT3671.1	33.806	267	155	155	33.806	4000307	4000573
MT3671.2	35.076	171	103	103	35.076	4000604	4000774
MT3672	62.467	564	605	605	62.467	4000859	4001422
MT3673	103.247	903	1601	1601	103.247	4001437	4002339
bphD	122.849	876	1848	1848	122.849	4002336	4003211
MT3675	179.32	1185	3649	3649	179.32	4003226	4004410
MT3676	23.521	1077	435	435	23.521	4004557	4005633
MT3677	33.449	531	305	305	33.449	4005651	4006181
MT3678	7.77	2136	285	285	7.77	4006217	4008352
MT3679	131.424	732	1652	1652	131.424	4008492	4009223
MT3680	12.318	1215	257	257	12.318	4009229	4010443
MT3681	32.461	714	398	398	32.461	4010498	4011211
MT3682	19.309	1140	378	378	19.309	4011129	4012268
MT3684	19.786	1242	422	422	19.786	4012282	4013523
MT3685	51.891	762	679	679	51.891	4013565	4014326
cysS (NC_002755 4014533..4015943)	55.838	1410	1352	1352	55.838	4014534	4015943
ispF	259.989	480	2143	2143	259.989	4016008	4016487
ispD	703.238	696	8405	8405	703.238	4016484	4017179
MT3689	2382.936	489	20010	20010	2382.936	4017196	4017684
MT3690	82.68	717	1018	1018	82.68	4017802	4018518
radA	58.435	1443	1448	1448	58.435	4018584	4020026
MT3692	68.669	1077	1270	1270	68.669	4020031	4021107
MT3693	179.394	819	2523	2523	179.394	4021108	4021926
cynT	40.689	624	436	436	40.689	4022011	4022634
MT3695	20.111	915	316	316	20.111	4022633	4023547
MT3696	23.293	1755	702	702	23.293	4023544	4025298
MT3697	6.621	774	88	88	6.621	4025409	4026182
MT3698	188.252	318	1028	1028	188.252	4026197	4026514
MT3699	62.744	1317	1419	1419	62.744	4026534	4027850
MT3700	21.802	828	310	310	21.802	4027997	4028824
MT3701	56.235	1311	1266	1266	56.235	4028871	4030181
clpC	532.54	2547	23292	23292	532.54	4030289	4032835
lsr2	323.291	339	1882	1882	323.291	4033112	4033450
lysS (NC_002755 4033553..4035071)	17.953	1518	468	468	17.953	4033554	4035071
MT3706	33.703	819	474	474	33.703	4035172	4035990
panD	39.1	420	282	282	39.1	4035993	4036412
panC	30.62	930	489	489	30.62	4036412	4037341
MT3708	43.595	1086	813	813	43.595	4037338	4038423
MT3709	86.375	1194	1771	1771	86.375	4038433	4039626
MT3710	68.977	477	565	565	68.977	4039835	4040311
folK	89.045	567	867	867	89.045	4040311	4040877
folB	114.294	402	789	789	114.294	4040874	4041275
folP-2	108.504	819	1526	1526	108.504	4041268	4042086
folE	92.275	609	965	965	92.275	4042107	4042715
ftsH	144.883	2283	5680	5680	144.883	4042731	4045013
MT3715	28.058	330	159	159	28.058	4045759	4046088
MT3716	110.277	555	1051	1051	110.277	4046383	4046937
MT3717	133.079	312	713	713	133.079	4047053	4047364
MT3718	182.06	1179	3686	3686	182.06	4047438	4048616
MT3718.1	5.195	213	19	19	5.195	4048705	4048917
MT3718.2	2.516	162	7	7	2.516	4049729	4049890
MT3719	38.883	969	647	647	38.883	4049974	4050942
MT3720	31.715	1188	647	647	31.715	4050939	4052126
MT3721	24.724	285	104	121	24.724	4052225	4052509
MT3722	12.745	297	44	65	12.745	4052536	4052832
MT3723	6.048	1242	129	129	6.048	4052889	4054130
MT3724	2.135	300	11	11	2.135	4054140	4054439
MT3725	31.171	723	387	387	31.171	4054768	4055490
hpt	49.915	609	522	522	49.915	4055495	4056103
MT3727	23.365	972	390	390	23.365	4056142	4057113
MT3728	65.12	1074	1201	1201	65.12	4057092	4058165
MT3729	76.594	1386	1823	1823	76.594	4058141	4059526
ppa	18.935	489	159	159	18.935	4059664	4060152
MT3731	16.875	1125	326	326	16.875	4060198	4061322
MT3732	16.446	1296	366	366	16.446	4061416	4062711
MT3733	18.351	714	225	225	18.351	4062767	4063480
MT3734	16.542	345	98	98	16.542	4063477	4063821
MT3735	83.162	876	1251	1251	83.162	4064032	4064907
MT3736	41.827	969	696	696	41.827	4064908	4065876
MT3737	8.722	1776	266	266	8.722	4065875	4067650
MT3739	5.242	1233	111	111	5.242	4067993	4069225
MT3740	3.586	747	46	46	3.586	4069225	4069971
MT3741	7.087	567	68	69	7.087	4070125	4070691
MT3742	3.93	1230	83	83	3.93	4070761	4071990
MT3743	27.56	636	301	301	27.56	4072166	4072801
MT3743.1	143.344	195	480	480	143.344	4072812	4073006
MT3744	0.431	135	1	1	0.431	4073171	4073305
MT3745	2.823	165	8	8	2.823	4073302	4073466
MT3746	0	102	0	0	0	4073492	4073593
MTt39	0	76	0	0	0	4073604	4073679
holB	23.102	1215	482	482	23.102	4073758	4074972
MT3748	196.936	1650	5580	5580	196.936	4075049	4076698
topA	62.282	2805	3000	3000	62.282	4076695	4079499
MT3750	125.419	579	1247	1247	125.419	4079852	4080430
csp	1656.805	204	5804	5804	1656.805	4080570	4080773
MT3751	5.708	2316	227	227	5.708	4081023	4083338
MT3752	3.882	285	19	19	3.882	4083475	4083759
MT3753	40.674	1038	725	725	40.674	4084083	4085120
MT3754	5.042	231	20	20	5.042	4085263	4085493
MT3755	6.865	246	29	29	6.865	4085635	4085880
MT3756	8.419	747	108	108	8.419	4086041	4086787
MT3756.1	14.888	309	79	79	14.888	4086920	4087228
MT3756.2	9.511	300	49	49	9.511	4087260	4087559
MT3756.3	8.126	129	18	18	8.126	4087583	4087711
MT3757	7.295	918	113	115	7.295	4087689	4088606
MT3758	18.466	801	244	254	18.466	4088397	4089197
MT3759	12.208	1059	222	222	12.208	4089194	4090252
MT3760	21.56	786	291	291	21.56	4090354	4091139
MT3761	46.573	864	691	691	46.573	4091905	4092768
MT3762	5115.739	132	11596	11596	5115.739	4093123	4093254
MT3763	189.278	771	2506	2506	189.278	4093523	4094293
MT3764	20.755	1647	587	587	20.755	4094290	4095936
MT3765	10.324	801	142	142	10.324	4095933	4096733
MT3766	8.292	927	132	132	8.292	4096789	4097715
MT3767	11.819	1626	330	330	11.819	4097717	4099342
MT3767.1	7.83	357	48	48	7.83	4099428	4099784
MT3767.2	5.546	210	20	20	5.546	4099718	4099927
MT3767.3	3.314	123	7	7	3.314	4099917	4100039
acs	14.975	1956	503	503	14.975	4100050	4102005
MT3769	21.661	699	260	260	21.661	4102041	4102739
MT3770	38.495	711	470	470	38.495	4102821	4103531
MT3771	14.914	984	252	252	14.914	4103604	4104587
MT3772	56.185	1194	1152	1152	56.185	4104580	4105773
MT3773	52.283	822	738	738	52.283	4105779	4106600
MT3774	59.936	684	704	704	59.936	4106732	4107415
pdg	35.87	789	486	486	35.87	4107415	4108203
MT3776	41.133	378	267	267	41.133	4108260	4108637
MT3777	92.829	675	1076	1076	92.829	4108736	4109410
MT3778	66.877	795	913	913	66.877	4109514	4110308
MT3779	132.303	456	1036	1036	132.303	4110315	4110770
MT3780	121.5	162	338	338	121.5	4110786	4110947
MT3781	252.574	1023	4437	4437	252.574	4111032	4112054
MT3782	195.517	1161	3898	3898	195.517	4112051	4113211
MT3783	73.893	357	453	453	73.893	4113454	4113810
pon1	191.264	2433	7991	7991	191.264	4114172	4116604
MT3785	108.703	960	1792	1792	108.703	4116673	4117632
MT3786	88.639	1107	1685	1685	88.639	4117629	4118735
MTt40	9.075	77	12	12	9.075	4118797	4118873
MT3787	37.276	1431	916	916	37.276	4119551	4120981
MT3788	181.326	501	1560	1560	181.326	4121007	4121507
MT3789	41.821	369	265	265	41.821	4121579	4121947
MT3790	74.514	465	595	595	74.514	4122149	4122613
MT3791	75.326	1356	1754	1754	75.326	4122613	4123968
MT3792	29.698	702	358	358	29.698	4123947	4124648
MT3793	30.794	1146	606	606	30.794	4124630	4125775
MT3794	36.714	1077	679	679	36.714	4125772	4126848
MT3795	45.714	1428	1121	1121	45.714	4126876	4128303
MT3796	55.881	1188	1140	1140	55.881	4128377	4129564
MT3797	28.326	810	394	394	28.326	4129584	4130393
glpK	20.685	1554	552	552	20.685	4130457	4132010
MT3799	38.955	438	293	293	38.955	4132060	4132497
MT3800	51.246	225	198	198	51.246	4132494	4132718
MT3801	9.249	1530	243	243	9.249	4132748	4134277
MT3802	54.302	711	663	663	54.302	4134290	4135000
MT3803	31.813	1188	649	649	31.813	4135003	4136190
MT3804	61.308	966	1017	1017	61.308	4136206	4137171
MT3805	35.438	585	356	356	35.438	4137168	4137752
MT3806	40.281	1278	884	884	40.281	4137869	4139146
MT3807	61.91	1299	1381	1381	61.91	4139143	4140441
MT3808	44.24	645	490	490	44.24	4140573	4141217
MT3808.1	21.95	390	147	147	21.95	4141346	4141735
MT3809	30.84	321	170	170	30.84	4141846	4142166
MT3810	21.83	1011	379	379	21.83	4142285	4143295
asd	112.933	1038	2013	2013	112.933	4143435	4144472
ask	154.876	1266	3367	3367	154.876	4144473	4145738
leuA	88.329	1815	2753	2753	88.329	4146115	4147929
dnaQ	138.526	990	2355	2355	138.526	4147995	4148984
MT3814.1	0.647	270	3	3	0.647	4148981	4149250
MT3815	16.973	1242	362	362	16.973	4149295	4150536
cobQ-2	23.427	696	280	280	23.427	4150541	4151236
MT3817	17.879	1026	315	315	17.879	4151245	4152270
recR	68.415	612	719	719	68.415	4152203	4152814
MT3819	102.706	402	709	709	102.706	4152826	4153227
MT3820	74.597	726	930	930	74.597	4153362	4154087
MT3821	22.428	444	171	171	22.428	4154129	4154572
MT3822	24.939	1401	600	600	24.939	4154632	4156032
cfa-2	25.987	1284	573	573	25.987	4156029	4157312
dnaZX	34.531	1737	1030	1030	34.531	4157309	4159045
MT3825	95.409	1308	2143	2143	95.409	4159135	4160442
MTt41	23.555	89	36	36	23.555	4160659	4160747
MT3826	85.486	765	1123	1123	85.486	4160849	4161613
MT3827	34.063	624	365	365	34.063	4161859	4162482
MT3828	54.101	930	864	864	54.101	4162527	4163456
MT3829	54.381	1194	1115	1115	54.381	4163734	4164927
MT3830	34.573	1809	1074	1074	34.573	4165268	4167076
MT3831	14.866	3216	821	821	14.866	4167168	4170383
MT3833	21.435	2331	858	858	21.435	4170598	4172928
MT3835	12.978	1041	232	232	12.978	4172993	4174033
ligC	8.868	1077	164	164	8.868	4174071	4175147
MT3837	19.796	1059	360	360	19.796	4175247	4176305
MT3838	29.407	501	253	253	29.407	4176325	4176825
MT3839	28.114	1365	659	659	28.114	4176839	4178203
MT3840	25.726	498	220	220	25.726	4178393	4178890
MT3841	15.299	1062	279	279	15.299	4178947	4180008
MT3842	28.238	1590	771	771	28.238	4180012	4181601
MT3844	234.446	1233	4964	4964	234.446	4181598	4182830
MT3846	567.903	117	1141	1141	567.903	4182827	4182943
MT3847	591.78	111	1128	1128	591.78	4183031	4183141
MT3848	1345.211	1347	31116	31116	1345.211	4183146	4184492
MT3849	1839.062	675	21317	21317	1839.062	4184492	4185166
MT3850	3121.825	396	21229	21229	3121.825	4185163	4185558
MT3851	4.17	1983	142	142	4.17	4185704	4187686
MT3852	36.539	408	256	256	36.539	4187708	4188115
MT3853	9.569	213	35	35	9.569	4188199	4188411
MT3854	35.692	372	228	228	35.692	4188484	4188855
MT3855	46.217	945	750	750	46.217	4188865	4189809
MT3856	14.159	510	124	124	14.159	4189942	4190451
MT3857	15.707	393	106	106	15.707	4190519	4190911
MT3858	4.228	303	22	22	4.228	4191069	4191371
MTt42	3.882	90	6	6	3.882	4191441	4191530
MT3859	27.658	459	218	218	27.658	4191560	4192018
MT3860	70.09	501	603	603	70.09	4192034	4192534
tyrA	18.153	972	303	303	18.153	4192668	4193639
MT3862	66.192	600	682	682	66.192	4193602	4194201
MT3863	56.616	720	700	700	56.616	4194207	4194926
MT3864	60.512	690	717	717	60.512	4194923	4195612
MT3865	60.607	1104	1149	1149	60.607	4195600	4196703
MT3866	66.924	1032	1186	1186	66.924	4196739	4197770
MT3867	24.84	354	151	151	24.84	4197800	4198153
MT3868	11.525	1056	209	209	11.525	4198175	4199230
MT3869	11.494	1905	376	376	11.494	4199309	4201213
MT3870	165.966	480	1368	1368	165.966	4201360	4201839
MT3871	43.034	1521	1124	1124	43.034	4201895	4203415
MT3872	13.527	861	200	200	13.527	4203393	4204253
MT3873	22.196	690	263	263	22.196	4204606	4205295
MT3874	73.208	945	1188	1188	73.208	4205309	4206253
MT3875	6.47	360	40	40	6.47	4206383	4206742
MT3876	46.452	519	414	414	46.452	4206787	4207305
MT3876.1	17.205	132	39	39	17.205	4207395	4207526
MT3877	9.099	576	90	90	9.099	4207513	4208088
MT3878	5.091	183	16	16	5.091	4208194	4208376
MT3879	5.156	192	17	17	5.156	4208391	4208582
MT3880	9.795	327	55	55	9.795	4208717	4209043
MTt43	0.798	73	1	1	0.798	4209178	4209250
MTt44	15.703	89	24	24	15.703	4209281	4209369
hisC-3	14.97	1062	273	273	14.97	4209447	4210508
MT3882	21.103	585	212	212	21.103	4210554	4211138
MT3883	94.797	825	1343	1343	94.797	4211162	4211986
MT3884	25.291	1248	542	542	25.291	4211998	4213245
MT3885	34.783	1629	973	973	34.783	4213333	4214961
MTt45	2.008	87	3	3	2.008	4214894	4214980
MT3886	55.579	987	942	942	55.579	4215007	4215993
MT3887	93.115	1197	1914	1914	93.115	4216012	4217208
MT3888	31.518	2001	1083	1083	31.518	4217298	4219298
MT3889	80.862	525	729	729	80.862	4219314	4219838
rfbE	55.754	822	787	787	55.754	4219842	4220663
MT3891	86.364	915	1357	1357	86.364	4220660	4221574
rfbD	54.158	843	784	784	54.158	4221571	4222413
MT3893	35.12	2139	1290	1290	35.12	4222569	4224707
MT3894	18.46	1224	388	388	18.46	4224688	4225911
MT3895	8.041	927	128	128	8.041	4225924	4226850
MT3896	19.651	486	164	164	19.651	4227094	4227579
MT3897	18.19	429	134	134	18.19	4227625	4228053
MT3898	16.608	1392	397	397	16.608	4228087	4229478
MT3899	25.12	765	330	330	25.12	4229479	4230243
MT3899.1	14.725	2274	553	575	14.725	4230246	4232519
embC	42.652	3285	2329	2406	42.652	4232176	4235460
embA	39.78	3285	2244	2244	39.78	4235546	4238830
embB	41.931	3297	2374	2374	41.931	4238827	4242123
MT3903	17.464	1017	305	305	17.464	4242302	4243318
MT3904	27.679	1782	847	847	27.679	4243398	4245179
MT3905	54.002	1335	167	1238	54.002	4245316	4246650
pccB-5	472.884	1569	12741	12741	472.884	4246703	4248271
MT3907	355.458	5202	31753	31753	355.458	4248268	4253469
MT3908	278.628	1890	9043	9043	278.628	4253476	4255365
MT3909	98.208	1011	1705	1705	98.208	4255678	4256688
mpb51	142.495	933	2283	2283	142.495	4256886	4257818
fbpA	1259.767	1068	23104	23104	1259.767	4257965	4259032
MT3912	124.631	1926	4122	4122	124.631	4259276	4261201
MT3913	143.694	909	2243	2243	143.694	4261248	4262156
MT3914	106.879	498	914	914	106.879	4262163	4262660
MT3915	119.936	1914	3942	3942	119.936	4262689	4264602
glf	44.161	1200	910	910	44.161	4264599	4265798
erp	362.888	855	5328	5328	362.888	4266062	4266916
MT3918	116.18	1620	3232	3232	116.18	4267121	4268740
MT3919	17.034	147	43	43	17.034	4268764	4268910
MT3920	22.025	1515	573	573	22.025	4268894	4270408
MT3921	15.224	153	40	40	15.224	4270405	4270557
MT3922	34.147	822	482	482	34.147	4270717	4271538
MT3923	50.973	786	688	688	50.973	4271553	4272338
MT3924	51.147	756	664	664	51.147	4272356	4273111
MT3925	95.787	780	1283	1283	95.787	4273115	4273894
aph	10.707	756	139	139	10.707	4273970	4274725
MT3926	21.777	1551	580	580	21.777	4274772	4276322
