Gene ID	Gene Name	Value 1	Value 2	log2 (fold change)	Test Statistics	p value	q value
gene5238	ntrB	0.680152	1.11679	0.715426	0	1	1
gene5239	ntrC	6.09605	4.46286	-0.449907	0	1	1
gene524	nirQ	1.71062	5.02556	1.55476	0	1	1
gene5240	PA5126	0	1.32487	inf	0	1	1
gene5241	PA5127	0.86524	1.35208	0.644008	0	1	1
gene5242	secB	7.52066	2.45191	-1.61695	-0.899347	0.07115	0.19005
gene5243	grx	9.84178	20.3748	1.04979	0.532221	0.33195	0.489837
gene5244	PA5130	1.35376	4.41861	1.70663	0	1	1
gene5245	pgm	3.70301	3.25227	-0.187248	0	1	1
gene5246	PA5132	0	0.456732	inf	0	1	1
gene5247	PA5133	2.48911	1.99749	-0.317437	0	1	1
gene5248	PA5134	2.09144	2.15242	0.041463	0	1	1
gene5249	PA5135	0	0.404287	inf	0	1	1
gene525	PA0521	0	2.16354	inf	0	1	1
gene5250	PA5136	4.13156	2.12701	-0.957859	0	1	1
gene5251	PA5137	0.30817	2.1517	2.80368	0	1	1
gene5252	PA5138	0.309722	0.254277	-0.284571	0	1	1
gene5253	PA5139	0.751702	0.802385	0.0941328	0	1	1
gene5254	hisF1	2.13771	1.42315	-0.586984	0	1	1
gene5255	hisA	0.908103	0.407587	-1.15575	0	1	1
gene5256	hisH1	0.536606	1.50156	1.48452	0	1	1
gene5257	hisB	1.63864	4.43978	1.43799	0	1	1
gene5258	PA5144	0	0	0	0	1	1
gene5259	PA5145	0	0.404577	inf	0	1	1
gene526	PA0522	1.69008	1.46117	-0.209967	0	1	1
gene5260	PA5146	1.63019	1.39531	-0.224456	0	1	1
gene5261	mutY	1.63299	0.824761	-0.985467	0	1	1
gene5262	PA5148	5.27792	2.09374	-1.33389	0	1	1
gene5263	PA5149	0.199307	0	-inf	0	1	1
gene5264	PA5149.1	0	0	0	0	1	1
gene5265	PA5150	1.92778	1.26832	-0.604023	0	1	1
gene5266	PA5151	0.645611	3.46933	2.42592	0	1	1
gene5267	PA5152	8.03	7.5551	-0.0879499	-0.103052	0.8402	0.901715
gene5268	PA5153	3.83252	5.65049	0.560083	0	1	1
gene5269	PA5154	0	0.440323	inf	0	1	1
gene527	norC	4.1706	15.8678	1.92777	1.2876	0.15365	0.319243
gene5270	PA5155	0.986266	0	-inf	0	1	1
gene5271	PA5156	0	0.140909	inf	0	1	1
gene5272	PA5157	1.12299	2.46256	1.13281	0	1	1
gene5273	PA5158	0	1.18337	inf	0	1	1
gene5274	PA5159	0.677965	2.23468	1.72078	0	1	1
gene5275	PA5160	1.63659	2.89984	0.825281	0	1	1
gene5276	PA5160.1	0	0	0	0	1	1
gene5277	rmlB	1.3649	1.74602	0.355273	0	1	1
gene5278	rmlD	0.697922	0.529936	-0.397248	0	1	1
gene5279	rmlA	1.33445	2.07474	0.636679	0	1	1
gene528	norB	6.98267	6.9582	-0.0050635	-0.00694626	0.963	0.968786
gene5280	rmlC	2.31957	1.62757	-0.511142	0	1	1
gene5281	PA5165	0.789618	2.08798	1.40288	0	1	1
gene5282	PA5166	2.13355	0.873845	-1.28781	0	1	1
gene5283	PA5167	5.86693	5.20268	-0.173351	0	1	1
gene5284	PA5168	0.387793	2.60235	2.74645	0	1	1
gene5285	PA5169	0.690008	0.568018	-0.280678	0	1	1
gene5286	arcD	399.882	49.9991	-2.9996	-4.93225	5e-05	0.000698837
gene5287	arcA	24.0916	15.6366	-0.6236	-1.16915	0.0432	0.138841
gene5288	arcB	458.603	150.822	-1.6044	-3.12551	5e-05	0.000698837
gene5289	arcC	23.3633	15.186	-0.621502	-1.08006	0.0645	0.177007
gene529	PA0525	1.61653	1.73575	0.102664	0	1	1
gene5290	PA5174	0.673544	0.623265	-0.111927	0	1	1
gene5291	cysQ	0.38825	0.809432	1.05992	0	1	1
gene5292	PA5176	0	0	0	0	1	1
gene5293	PA5177	0.51063	1.09194	1.09654	0	1	1
gene5294	PA5178	6.75259	4.85039	-0.477342	0	1	1
gene5295	PA5179	0	0.758344	inf	0	1	1
gene5296	PA5180	0	0	0	0	1	1
gene5297	PA5181	0.0852289	0.112129	0.39574	0	1	1
gene5298	PA5181.1	10.3782	7.77474	-0.416688	-0.305395	0.61865	0.743617
gene5299	PA5182	13.863	8.32671	-0.735419	-0.628811	0.2435	0.409926
gene53	PA0052	0	0	0	0	1	1
gene530	PA0526	7.94861	4.7554	-0.741136	0	1	1
gene5300	PA5183	0	0	0	0	1	1
gene5301	PA5183a	18.2959	4.00241	-2.19258	-1.06211	0.26905	0.434675
gene5302	PA5184	0	0.381924	inf	0	1	1
gene5303	PA5185	0	3.13138	inf	0	1	1
gene5304	PA5186	0.18327	0.232317	0.342126	0	1	1
gene5305	PA5187	0.410452	0.298169	-0.461083	0	1	1
gene5306	PA5188	0	0.216576	inf	0	1	1
gene5307	PA5189	0.587905	1.88607	1.68173	0	1	1
gene5308	PA5190	0	0	0	0	1	1
gene5309	PA5191	0	0	0	0	1	1
gene531	dnr	14.1665	7.33225	-0.950159	-1.14871	0.0513	0.15263
gene5310	pckA	1.71173	2.39683	0.485673	0	1	1
gene5311	yrfI	0.712385	0.204667	-1.79938	0	1	1
gene5312	PA5194	1.21283	1.62212	0.4195	0	1	1
gene5313	PA5195	7.98026	5.52788	-0.52971	-0.31977	0.6799	0.790484
gene5314	PA5196	0	0	0	0	1	1
gene5315	rimK	1.29105	0.716774	-0.848959	0	1	1
gene5316	PA5198	0.481281	0.825893	0.779074	0	1	1
gene5317	amgS	1.17812	0.869626	-0.438017	0	1	1
gene5318	amgR	0.441128	0.942333	1.09504	0	1	1
gene5319	PA5201	0.872682	0.528248	-0.724242	0	1	1
gene532	rsmY	2063	3229.43	0.646537	1.0741	0.04365	0.139541
gene5320	PA5202	0	0.664724	inf	0	1	1
gene5321	gshA	3.20481	5.7186	0.835426	0	1	1
gene5322	argA	0.967291	0.838165	-0.206715	0	1	1
gene5323	PA5205	0.630857	1.14936	0.865447	0	1	1
gene5324	argE	2.08444	1.74304	-0.258055	0	1	1
gene5325	PA5207	0.230149	0.479549	1.05911	0	1	1
gene5326	PA5208	5.86249	6.40581	0.127866	0	1	1
gene5327	PA5209	0.737114	1.48993	1.01529	0	1	1
gene5328	PA5210	1.57621	1.25081	-0.333598	0	1	1
gene5329	PA5211	0.892358	0	-inf	0	1	1
gene533	PA0528	0.713958	0.861295	0.270668	0	1	1
gene5330	PA5212	0	2.42591	inf	0	1	1
gene5331	gcvP1	0.186743	0.372569	0.996455	0	1	1
gene5332	gcvH1	0.786519	0	-inf	0	1	1
gene5333	gcvT1	1.68399	1.44021	-0.225603	0	1	1
gene5334	PA5216	0	0.579365	inf	0	1	1
gene5335	PA5217	3.08732	2.21618	-0.478282	0	1	1
gene5336	PA5218	0.583198	0.52563	-0.14994	0	1	1
gene5337	PA5219	1.82705	0.659377	-1.47034	0	1	1
gene5338	PA5220	0	0	0	0	1	1
gene5339	PA5221	0.559543	0.451682	-0.308942	0	1	1
gene534	PA0529	0.969576	0.738723	-0.39232	0	1	1
gene5340	PA5222	0	0	0	0	1	1
gene5341	ubiH	1.7639	1.44648	-0.286225	0	1	1
gene5342	pepP	1.78105	1.2958	-0.458893	0	1	1
gene5343	PA5225	1.8027	2.94865	0.709894	0	1	1
gene5344	PA5226	431.43	515.539	0.256957	0.530964	0.36	0.511489
gene5345	PA5227	1.6876	0	-inf	0	1	1
gene5346	ssrS	6963.93	6122.87	-0.185695	-0.347441	0.534	0.66172
gene5347	PA5228	6.93872	5.77692	-0.264369	0	1	1
gene5348	PA5229	10.6648	5.64846	-0.916932	-0.630723	0.2443	0.410124
gene5349	PA5230	1.30267	2.2388	0.78125	0	1	1
gene535	PA0530	0	0	0	0	1	1
gene5350	PA5231	1.31213	0.775037	-0.759576	0	1	1
gene5351	PA5232	19.6926	12.9418	-0.605617	-0.926533	0.11645	0.274457
gene5352	PA5233	0	1.57804	inf	0	1	1
gene5353	PA5234	0.62634	0	-inf	0	1	1
gene5354	glpT	0.808139	1.51282	0.904566	0	1	1
gene5355	PA5236	1.27891	1.03095	-0.310941	0	1	1
gene5356	PA5237	1.55373	1.60521	0.0470289	0	1	1
gene5357	PA5238	0.23971	0.651817	1.44318	0	1	1
gene5358	rho	12.316	26.3594	1.09778	2.00644	0.00085	0.00810873
gene5359	trxA	9.04608	11.4855	0.344453	0.207741	0.691	0.797104
gene536	PA0531	1.07629	0.447183	-1.26712	0	1	1
gene5360	ppx	2.75758	3.39767	0.301144	0	1	1
gene5361	ppk	14.3313	16.3404	0.189279	0.358518	0.53185	0.66172
gene5362	hemB	44.5942	25.3888	-0.812662	-1.57048	0.00735	0.0384117
gene5363	PA5244	6.10294	5.01037	-0.284586	0	1	1
gene5364	PA5245	2.04882	1.5496	-0.402902	0	1	1
gene5365	PA5246	0	0	0	0	1	1
gene5366	PA5247	0.565275	0.788991	0.481057	0	1	1
gene5367	PA5248	0.635761	1.15969	0.867182	0	1	1
gene5368	PA5249	1.28165	0	-inf	0	1	1
gene5369	PA5250	9.56895	8.15825	-0.230101	-0.28259	0.6215	0.745552
gene537	PA0532	8.39188	2.25452	-1.89618	-1.05723	0.03185	0.110647
gene5370	PA5251	8.39452	6.67668	-0.330317	-0.287254	0.6108	0.735653
gene5371	PA5252	1.63432	1.31288	-0.315955	0	1	1
gene5372	PA5252a	17.7049	12.5736	-0.493758	-0.492	0.42555	0.573443
gene5373	algP	5.75763	4.9113	-0.22937	0	1	1
gene5374	PA5254	0	1.1485	inf	0	1	1
gene5375	algQ	10.7788	2.69447	-2.00012	-1.20575	0.03645	0.124468
gene5376	dsbH	0	0.459321	inf	0	1	1
gene5377	PA5257	0.170562	0.770102	2.17475	0	1	1
gene5378	PA5258	1.10512	1.34968	0.288413	0	1	1
gene5379	hemD	2.45633	0.90094	-1.447	0	1	1
gene538	PA0533	0	0.174663	inf	0	1	1
gene5380	hemC	1.32368	0.898242	-0.559379	0	1	1
gene5381	algR	2.69394	3.73647	0.471962	0	1	1
gene5382	algZ	1.87331	3.38314	0.852773	0	1	1
gene5383	argH	3.76477	6.05695	0.686031	0	1	1
gene5384	PA5264	6.03864	9.28339	0.620429	0.805499	0.16555	0.327288
gene5385	PA5265	1.78309	1.93918	0.12107	0	1	1
gene5386	PA5266	0.174427	0.52391	1.58669	0	1	1
gene5387	hcpB	1.01891	0	-inf	0	1	1
gene5388	corA	3.96382	5.93412	0.582143	0	1	1
gene5389	PA5269	3.68803	0	-inf	0	1	1
gene539	PA0534	0.388711	1.15745	1.57417	0	1	1
gene5390	PA5270	0.469806	0.550222	0.227947	0	1	1
gene5391	PA5271	18.3771	15.0143	-0.291567	-0.192629	0.7675	0.845363
gene5392	cyaA	0.757464	0.739912	-0.0338245	0	1	1
gene5393	PA5273	0	0	0	0	1	1
gene5394	rnk	2.18053	4.69644	1.10689	0	1	1
gene5395	PA5275	0	0	0	0	1	1
gene5396	lppL	294.325	12.8955	-4.51247	-5.69377	0.15745	0.319687
gene5397	lysA	1.58613	5.39243	1.76543	0	1	1
gene5398	dapF	0.765906	0.574162	-0.415711	0	1	1
gene5399	PA5279	0.814746	0.714032	-0.190361	0	1	1
gene540	PA0535	0	0.987211	inf	0	1	1
gene5400	sss	0.68215	0.727467	0.0927934	0	1	1
gene5401	PA5281	0.478732	0	-inf	0	1	1
gene5402	PA5282	0.252963	1.23156	2.28348	0	1	1
gene5403	PA5283	0.721595	1.28385	0.83121	0	1	1
gene5404	PA5284	0	1.74292	inf	0	1	1
gene5405	PA5285	12.399	3.44115	-1.84926	-1.16902	0.2965	0.466483
gene5406	PA5286	1.36686	0	-inf	0	1	1
gene5407	amtB	0	0.872724	inf	0	1	1
gene5408	glnK	2.46305	6.85095	1.47586	0	1	1
gene5409	PA5289	2.51008	0	-inf	0	1	1
gene541	PA0536	0.295582	1.02469	1.79355	0	1	1
gene5410	PA5290	0.527552	0.701037	0.410176	0	1	1
gene5411	PA5291	0.581098	1.66788	1.52116	0	1	1
gene5412	pchP	1.57445	2.18133	0.470365	0	1	1
gene5413	PA5293	0	0.309064	inf	0	1	1
gene5414	PA5294	0.194979	0.63453	1.70237	0	1	1
gene5415	PA5295	0.342226	0.663023	0.954111	0	1	1
gene5416	rep	2.28104	1.55967	-0.548448	0	1	1
gene5417	poxB	0.236276	0.985032	2.0597	0	1	1
gene5418	PA5298	16.3694	15.59	-0.0703788	-0.0924988	0.8623	0.914008
gene5419	PA5299	0.299206	0.272902	-0.132754	0	1	1
gene542	PA0537	5.06573	2.96633	-0.77209	0	1	1
gene5420	cycB	3.53486	2.17776	-0.69881	0	1	1
gene5421	PA5301	0	2.44752	inf	0	1	1
gene5422	dadX	1.16352	0.596349	-0.964268	0	1	1
gene5423	PA5303	1.83563	1.34005	-0.453985	0	1	1
gene5424	dadA	1.84647	3.86365	1.0652	0	1	1
gene5425	PA5305	3.3466	0.823191	-2.0234	0	1	1
gene5426	PA5306	20.6239	0	-inf	-nan	0.02285	0.0869168
gene5427	PA5307	0.574701	0.640233	0.155786	0	1	1
gene5428	lrp	33.426	29.0292	-0.203468	-0.319903	0.57725	0.708015
gene5429	PA5309	0.15868	1.07034	2.75387	0	1	1
gene543	dsbB	2.25955	0	-inf	0	1	1
gene5430	PA5310	0.597611	1.66999	1.48256	0	1	1
gene5431	PA5311	0	0.149	inf	0	1	1
gene5432	PA5312	0.954996	1.11201	0.219604	0	1	1
gene5433	PA5313	0.858105	2.40178	1.48488	0	1	1
gene5434	PA5314	2.17939	1.50387	-0.535239	0	1	1
gene5435	rpmG	45.818	29.1873	-0.650575	-0.736769	0.5329	0.66172
gene5436	rpmB	9.02037	1.75682	-2.36022	0	1	1
gene5437	PA5316.1	0	0	0	0	1	1
gene5438	PA5317	0.308801	1.31162	2.0866	0	1	1
gene5439	PA5318	0	0	0	0	1	1
gene544	PA0539	0	0	0	0	1	1
gene5440	radC	0.356376	0.293622	-0.279441	0	1	1
gene5441	coaC	1.06079	1.4814	0.481812	0	1	1
gene5442	dut	2.06554	0	-inf	0	1	1
gene5443	algC	2.17088	2.05838	-0.0767699	0	1	1
gene5444	argB	5.44347	4.14932	-0.391653	0	1	1
gene5445	PA5324	0	0	0	0	1	1
gene5446	PA5325	0.751943	1.29833	0.787965	0	1	1
gene5447	PA5326	0	0	0	0	1	1
gene5448	PA5327	0.218221	0.980736	2.16807	0	1	1
gene5449	PA5328	0	0	0	0	1	1
gene545	PA0540	3.15261	1.13978	-1.46779	0	1	1
gene5450	PA5329	0.856559	1.62339	0.922385	0	1	1
gene5451	PA5330	0.800781	1.94425	1.27973	0	1	1
gene5452	pyrE	1.07321	0.314149	-1.77242	0	1	1
gene5453	crc	21.8131	16.5013	-0.402612	-0.663222	0.256	0.422681
gene5454	PA5333	0	0.72054	inf	0	1	1
gene5455	rph	1.72614	3.48616	1.01409	0	1	1
gene5456	PA5335	0.261072	1.87168	2.84181	0	1	1
gene5457	gmk	0	1.22639	inf	0	1	1
gene5458	rpoZ	0	2.19952	inf	0	1	1
gene5459	spoT	18.1184	21.8269	0.268651	0.54048	0.33535	0.490378
gene546	PA0541	1.82917	1.60366	-0.189821	0	1	1
gene5460	PA5339	14.8957	4.12697	-1.85174	-0.983445	0.0578	0.164634
gene5461	PA5340	3.07444	4.99389	0.699837	0	1	1
gene5462	PA5341	0	0.544249	inf	0	1	1
gene5463	PA5342	0.286625	0	-inf	0	1	1
gene5464	PA5343	0	0.357369	inf	0	1	1
gene5465	oxyR	2.89151	2.10595	-0.457348	0	1	1
gene5466	recG	0.457588	0.69389	0.600659	0	1	1
gene5467	PA5346	2.70934	3.67272	0.438904	0	1	1
gene5468	PA5347	1.55357	1.03469	-0.586389	0	1	1
gene5469	PA5348	5.4367	10.0378	0.884643	0.474302	0.467	0.601
gene547	PA0542	65.1469	22.9895	-1.50272	-2.22129	0.0011	0.0100167
gene5470	PA5349	0.595496	0.619258	0.0564485	0	1	1
gene5471	rubA2	0	0	0	0	1	1
gene5472	rubA1	13.3618	16.4113	0.29657	0	1	1
gene5473	PA5352	2.91638	1.62744	-0.841574	0	1	1
gene5474	glcF	0	0.369494	inf	0	1	1
gene5475	glcE	0	0	0	0	1	1
gene5476	glcD	0.760547	0.404591	-0.910573	0	1	1
gene5477	glcC	0.616339	2.19688	1.83366	0	1	1
gene5478	PA5357	0.919047	0	-inf	0	1	1
gene5479	ubiA	0	0	0	0	1	1
gene548	PA0543	0	0	0	0	1	1
gene5480	PA5359	2.11467	0.810171	-1.38414	0	1	1
gene5481	phoB	0.645611	0.470831	-0.455457	0	1	1
gene5482	phoR	0.286778	0.407112	0.505492	0	1	1
gene5483	PA5362	0.623459	0.980426	0.653115	0	1	1
gene5484	PA5363	19.1808	10.4562	-0.875299	-1.35923	0.01875	0.075125
gene5485	PA5364	2.44308	2.06512	-0.242477	0	1	1
gene5486	phoU	8.64512	4.34164	-0.993645	-0.958448	0.1433	0.306489
gene5487	pstB	7.15319	7.02828	-0.025417	-0.0298898	0.93875	0.963389
gene5488	pstA	0.220823	0.356907	0.69266	0	1	1
gene5489	pstC	0.781874	1.33974	0.776941	0	1	1
gene549	PA0544	0.441128	0.516545	0.227697	0	1	1
gene5490	pstS	0.768441	0.60646	-0.341524	0	1	1
gene5491	PA5369.1	0	0	0	0	1	1
gene5492	PA5369.2	0	0	0	0	1	1
gene5493	PA5369.3	0	0	0	0	1	1
gene5494	PA5369.4	0	0	0	0	1	1
gene5495	PA5369.5	0	0	0	0	1	1
gene5496	PA5370	0.477271	0.799774	0.744784	0	1	1
gene5497	PA5371	0.740093	1.67717	1.18025	0	1	1
gene5498	betA	1.13465	1.42313	0.326819	0	1	1
gene5499	betB	1.99626	2.17	0.120398	0	1	1
gene55	PA0054	0	1.04059	inf	0	1	1
gene550	PA0545	3.32409	5.19874	0.645201	0	1	1
gene5500	betI	1.81362	1.44319	-0.329607	0	1	1
gene5501	betT1	0.183108	1.70681	3.22054	0	1	1
gene5502	PA5376	2.28554	1.43202	-0.674482	0	1	1
gene5503	PA5377	0.270251	0.709091	1.39167	0	1	1
gene5504	PA5378	4.17942	5.43602	0.379248	0	1	1
gene5505	sdaB	0.485558	0.122678	-1.98477	0	1	1
gene5506	gbdR	0.270864	0.824382	1.60575	0	1	1
gene5507	PA5381	0	0.700959	inf	0	1	1
gene5508	PA5382	0	0	0	0	1	1
gene5509	PA5383	0.484327	0.257246	-0.912836	0	1	1
gene551	metK	2.27935	3.94267	0.790551	0	1	1
gene5510	PA5384	0	0	0	0	1	1
gene5511	cdhB	0	0.476814	inf	0	1	1
gene5512	cdhA	0	0	0	0	1	1
gene5513	cdhC	0	1.19468	inf	0	1	1
gene5514	PA5388	0	0.809669	inf	0	1	1
gene5515	cdhR	0	0.852752	inf	0	1	1
gene5516	PA5390	0	0	0	0	1	1
gene5517	PA5391	0	0	0	0	1	1
gene5518	PA5392	0	0	0	0	1	1
gene5519	PA5393	0	0	0	0	1	1
gene552	PA0547	0	1.67397	inf	0	1	1
gene5520	cls	0.19408	0.404343	1.05892	0	1	1
gene5521	PA5395	0	0	0	0	1	1
gene5522	PA5396	0.93951	2.65571	1.49912	0	1	1
gene5523	PA5397	0.701208	1.46293	1.06095	0	1	1
gene5524	dgcA	0.582237	0.440778	-0.401553	0	1	1
gene5525	dgcB	0	0.0826003	inf	0	1	1
gene5526	PA5400	0.551614	0	-inf	0	1	1
gene5527	PA5401	0	0	0	0	1	1
gene5528	PA5402	4.41674	6.91878	0.647535	0.548622	0.40275	0.557725
gene5529	PA5403	0	6.44532	inf	0	1	1
gene553	tktA	4.0465	4.97062	0.29675	0	1	1
gene5530	PA5404	0	1.67717	inf	0	1	1
gene5531	PA5405	3.25009	6.88386	1.08274	0	1	1
gene5532	PA5406	0	0	0	0	1	1
gene5533	PA5407	0	1.82584	inf	0	1	1
gene5534	PA5408	0	0	0	0	1	1
gene5535	PA5409	1.77537	1.35109	-0.393992	0	1	1
gene5536	gbcA	0.297599	1.85462	2.63968	0	1	1
gene5537	gbcB	0.912437	1.42491	0.643071	0	1	1
gene5538	PA5412	0.186124	1.18109	2.66578	0	1	1
gene5539	ltaA	0.499264	1.1359	1.18596	0	1	1
gene554	PA0549	0	1.026	inf	0	1	1
gene5540	PA5414	0.380606	0.314149	-0.276852	0	1	1
gene5541	glyA1	0	0.212969	inf	0	1	1
gene5542	soxB	0.168691	0.350556	1.05526	0	1	1
gene5543	soxD	0	3.11682	inf	0	1	1
gene5544	soxA	0	0.265728	inf	0	1	1
gene5545	soxG	0	0	0	0	1	1
gene5546	purU2	0.486361	1.04456	1.1028	0	1	1
gene5547	fdhA	0.323779	0.367957	0.184529	0	1	1
gene5548	PA5422	1.63224	2.62875	0.687528	0	1	1
gene5549	PA5423	0.470656	1.29932	1.46502	0	1	1
gene555	PA0550	0.533347	2.80641	2.39558	0	1	1
gene5550	PA5424	0	2.90236	inf	0	1	1
gene5551	purK	0	0.26596	inf	0	1	1
gene5552	purE	0	1.17941	inf	0	1	1
gene5553	adhA	16.3046	11.0022	-0.567494	-0.932828	0.1092	0.260433
gene5554	PA5428	0.904959	0.802021	-0.174212	0	1	1
gene5555	aspA	1.78139	1.86321	0.0647855	0	1	1
gene5556	PA5430	0.72617	0.878146	0.274153	0	1	1
gene5557	PA5431	0	0.113369	inf	0	1	1
gene5558	PA5432	0	0	0	0	1	1
gene5559	PA5433	0.665052	0	-inf	0	1	1
gene556	epd	0	0.272292	inf	0	1	1
gene5560	mtr	0	0.212969	inf	0	1	1
gene5561	PA5435	13.9718	13.2047	-0.0814617	-0.153829	0.786	0.858884
gene5562	PA5436	7.08683	14.5432	1.03713	1.71082	0.00505	0.0294665
gene5563	PA5437	0.33037	0.796965	1.27043	0	1	1
gene5564	PA5440a	0	0	0	0	1	1
gene5565	PA5438	2.78324	13.669	2.29607	2.26042	0.0227	0.0868962
gene5566	PA5439	0.982575	0.948637	-0.050711	0	1	1
gene5567	PA5440	0.711031	0.318544	-1.15842	0	1	1
gene5568	PA5441	1.02213	0.191621	-2.41525	0	1	1
gene5569	PA5442	0.0683642	0.743048	3.44214	0	1	1
gene557	pgk	1.02784	0.845951	-0.280971	0	1	1
gene5570	uvrD	1.84321	2.05345	0.155827	0	1	1
gene5571	PA5444	0	2.41739	inf	0	1	1
gene5572	PA5445	1.83805	1.27322	-0.529692	0	1	1
gene5573	PA5446	0	0	0	0	1	1
gene5574	wbpZ	0.942833	2.20246	1.22404	0	1	1
gene5575	wbpY	0.34829	0.723233	1.05417	0	1	1
gene5576	wbpX	1.35171	0.244141	-2.469	0	1	1
gene5577	wzt	0.627968	0.356265	-0.817738	0	1	1
gene5578	wzm	0.691085	0.624608	-0.145912	0	1	1
gene5579	wbpW	1.92625	1.26715	-0.604203	0	1	1
gene558	PA0553	0	0	0	0	1	1
gene5580	gmd	0.994904	0.184729	-2.42914	0	1	1
gene5581	rmd	4.74939	2.70672	-0.811198	0	1	1
gene5582	PA5455	0.722709	1.28362	0.828736	0	1	1
gene5583	PA5456	0.4556	0.465542	0.0311438	0	1	1
gene5584	PA5457	0.364709	0.213531	-0.772303	0	1	1
gene5585	PA5458	0.342882	0.474697	0.469295	0	1	1
gene5586	PA5459	2.15645	1.60108	-0.429614	0	1	1
gene5587	PA5460	12.2672	6.01757	-1.02755	0	1	1
gene5588	PA5461	0	0	0	0	1	1
gene5589	PA5462	0	0	0	0	1	1
gene559	PA0554	0.982115	0	-inf	0	1	1
gene5590	PA5463	0	0	0	0	1	1
gene5591	PA5464	0.660038	1.49018	1.17487	0	1	1
gene5592	PA5465	0	0.989891	inf	0	1	1
gene5593	PA5466	0	0.382352	inf	0	1	1
gene5594	PA5467	0	1.94149	inf	0	1	1
gene5595	PA5468	0.160754	0.474421	1.56131	0	1	1
gene5596	PA5469	0.303605	1.4161	2.22165	0	1	1
gene5597	PA5470	0.972158	0.55172	-0.817256	0	1	1
gene5598	PA5471	0.260797	0.238085	-0.131453	0	1	1
gene5599	PA5472	1.60479	1.1401	-0.493223	0	1	1
gene56	PA0055	1.50162	4.64072	1.62783	0	1	1
gene560	fda	12.0698	8.18758	-0.55989	-0.829821	0.1617	0.326128
gene5600	PA5473	1.03883	2.75977	1.40959	0	1	1
gene5601	PA5474	0.151637	0.437651	1.52916	0	1	1
gene5602	PA5475	6.21616	0.758022	-3.03571	0	1	1
gene5603	citA	0	0.941079	inf	0	1	1
gene5604	PA5477	1.38188	2.14277	0.632839	0	1	1
gene5605	PA5478	0.859967	1.45192	0.755607	0	1	1
gene5606	gltP	2.19646	1.76305	-0.317112	0	1	1
gene5607	PA5481	0	2.43622	inf	0	1	1
gene5608	PA5482	0	0	0	0	1	1
gene5609	algB	0.651399	2.13176	1.71043	0	1	1
gene561	PA0556	0	0	0	0	1	1
gene5610	PA5484	0.269405	1.84594	2.77651	0	1	1
gene5611	ampDh2	2.24038	3.36684	0.587653	0	1	1
gene5612	PA5486	0	0.54678	inf	0	1	1
gene5613	PA5487	0.732514	0.826243	0.173708	0	1	1
gene5614	PA5488	3.25332	3.72387	0.194893	0	1	1
gene5615	dsbA	25.1706	30.2637	0.265849	0.443849	0.44655	0.584407
gene5616	cc4	5.75277	4.45348	-0.369325	0	1	1
gene5617	PA5491	0	1.11483	inf	0	1	1
gene5618	PA5492	1.07911	1.27977	0.246037	0	1	1
gene5619	polA	1.34758	3.62213	1.42646	0	1	1
gene562	PA0557	0	0.304477	inf	0	1	1
gene5620	PA5494	33.432	35.2005	0.0743645	0.0870856	0.8788	0.928176
gene5621	thrB	1.91422	5.63919	1.55873	0	1	1
gene5622	nrdJb	2.31237	3.00854	0.37969	0	1	1
gene5623	nrdJa	8.16542	3.36928	-1.27709	-1.95924	0.0016	0.0126526
gene5624	PA5498	0	0.825893	inf	0	1	1
gene5625	np20	0.757505	0.443038	-0.773826	0	1	1
gene5626	znuC	0.523237	0.361493	-0.533499	0	1	1
gene5627	znuB	0	1.38143	inf	0	1	1
gene5628	PA5502	0.29207	1.02812	1.81562	0	1	1
gene5629	PA5503	0	0.565786	inf	0	1	1
gene563	PA0558	0	0	0	0	1	1
gene5630	PA5504	0.354324	0.482158	0.444437	0	1	1
gene5631	PA5505	11.407	4.54503	-1.32756	-1.38736	0.03825	0.127173
gene5632	PA5506	1.38087	0.430793	-1.68051	0	1	1
gene5633	PA5507	5.81371	2.86182	-1.02253	0	1	1
gene5634	PA5508	0.504435	0.335914	-0.586577	0	1	1
gene5635	PA5509	1.52267	0.982023	-0.632777	0	1	1
gene5636	PA5510	0.643	4.20115	2.7079	0	1	1
gene5637	mifR	0.59477	0.529057	-0.168911	0	1	1
gene5638	mifS	0.57497	0.84939	0.562941	0	1	1
gene5639	poxA	1.34008	1.16216	-0.20551	0	1	1
gene564	PA0559	0	0	0	0	1	1
gene5640	PA5514	0.408992	1.79627	2.13486	0	1	1
gene5641	PA5515	1.02026	1.14757	0.169639	0	1	1
gene5642	pdxY	0.999956	2.98794	1.57921	0	1	1
gene5643	PA5517	2.28405	0	-inf	0	1	1
gene5644	PA5518	0.546578	0.644083	0.236819	0	1	1
gene5645	PA5519	8.36132	17.47	1.06308	1.19464	0.04315	0.138841
gene5646	PA5520	0	1.77142	inf	0	1	1
gene5647	PA5521	1.30558	0.66644	-0.970148	0	1	1
gene5648	PA5522	0.820664	0.370801	-1.14615	0	1	1
gene5649	PA5523	0.52239	1.37994	1.40141	0	1	1
gene565	PA0560	2.16934	2.73831	0.336031	0	1	1
gene5650	PA5524	3.80646	3.62166	-0.0717985	0	1	1
gene5651	PA5525	2.10632	1.49856	-0.491147	0	1	1
gene5652	PA5526	0	0	0	0	1	1
gene5653	PA5527	3.29172	1.62744	-1.01624	0	1	1
gene5654	PA5528	3.10295	1.80135	-0.784563	0	1	1
