Feature ID	Gene length	UK	G1	BC8	C45	C19	G45							
ygdR	219	6726	3501	4225	2380	7061	6922							
ygeA	708	504	577	901	866	843	871							
ygeD	1203	372	632	651	1042	675	664							
ygfA	477	543	633	667	746	800	1055							
ygfB	579	1707	1943	2265	2647	1817	1679							
ygfE	330	8860	9827	10059	7856	7159	12689							
ygfX	414	1627	1737	2752	3549	3134	3791							
ygfY	267	2565	2252	3867	4257	5501	5306							
ygfZ	981	1484	1353	1891	2191	2041	1755							
yggA	636	159	175	96	74	189	214							
yggB	861	2254	1920	1638	1080	967	1050							
yggE	747	626	531	986	1302	1659	1325							
yggG	759	1465	1067	826	2218	1509	1032							
yggJ	780	522	496	590	1018	568	488							
yggL	327	5413	3418	3768	3514	6058	3507							
yggM	1008	1508	1099	1244	964	3880	1712							
yggN	720	2960	3583	4166	17542	10523	4175							
yggR	981	127	127	137	116	121	129							
yggS	705	853	922	1282	2234	1542	1223							
yggT	567	800	812	1259	2978	1883	1140							
yggU	291	305	345	588	1011	631	388							
yggV	594	418	588	781	1462	976	624							
yggW	1137	678	835	1265	2380	1720	964							
yggX	276	897	595	851	914	836	694							
yghA	885	3345	3824	2236	195	337	107							
yghB	660	3060	3534	3373	3551	3220	3096							
yghJ	1059	1269	1206	1855	2560	2486	3815							
yghU	867	875	946	874	778	784	713							
yghW	288	505	425	561	300	473	317							
ygiB	672	2687	3180	3586	10685	6215	4948							
ygiC	1164	7717	8949	12415	38280	16376	14985							
ygiD	831	307	500	1230	296	213	281							
ygiE	774	596	640	774	810	1183	1304							
ygiF	1302	801	817	1103	1430	1126	920							
ygiH	612	562	482	476	904	544	585							
ygiK	1308	385	362	541	368	396	680							
ygiM	615	4130	4509	6980	20653	23897	9163							
ygiN	315	698	743	1198	1700	1749	1439							
ygiR	2172	390	512	589	1044	741	341							
ygiW	393	1769	1808	1995	775	1376	1740							
ygiX	660	148	196	266	375	249	381							
ygiY	1350	372	388	567	598	427	574							
ygjO	1137	675	734	689	1360	801	676							
ygjP	498	341	336	271	301	240	249							
ygjQ	693	99	172	115	131	125	150							
ygjR	999	2917	2855	3202	7384	6889	5646							
ygjT	969	1287	1096	885	624	372	370							
ygjU	1245	2873	2128	1305	1065	1313	1527							
yhaH	366	1281	996	580	395	600	460							
yhaJ	897	187	359	283	261	297	172							
yhaK	702	191	271	484	186	252	221							
yhaL	165	324	467	600	363	529	673							
yhaN	1311	1647	1646	4866	974	929	2080							
yhaO	1332	8171	4148	13829	1879	1740	5397							
yhbC	423	7787	8100	8917	10679	9822	8339							
yhbG	726	1659	1827	2052	3105	3683	1931							
yhbH	288	5569	4683	3977	4188	4270	5073							
yhbJ	855	2482	2654	2779	3600	4764	3851							
yhbL	654	701	689	645	948	511	727							
yhbN	555	3012	2888	3717	5499	4782	3416							
yhbO	519	1626	2303	1008	301	330	181							
yhbP	444	412	550	555	565	609	409							
yhbQ	318	610	617	705	750	757	580							
yhbS	504	2175	1941	2554	3914	2950	3272							
yhbT	525	8894	7047	9505	13594	9470	10949							
yhbU	996	569	457	837	1763	1073	370							
yhbV	879	415	447	840	1772	1184	386							
yhbW	1008	267	359	156	212	245	111							
yhbY	294	4541	4449	5877	6964	7124	5903							
yhcB	405	2174	2182	3857	4236	4503	4058							
yhcC	930	179	176	233	395	223	131							
yhcG	1104	511	374	549	440	966	733							
yhcH	468	1413	1264	942	1177	1070	956							
yhcK	792	1403	1424	1998	1828	1959	2786							
yhcM	1125	546	819	974	1759	1653	1265							
yhcN	264	1582	1408	405	211	406	204							
yhcO	273	8273	6714	988	116	190	179							
yhcP	1968	1119	1184	1100	759	920	669							
yhcQ	933	477	381	352	140	235	124							
yhcR	204	292	174	195	51	301	131							
yhcS	930	730	527	658	615	742	572							
yhdA	1941	3155	3152	3581	8385	7757	2734							
yhdE	594	1363	1605	1422	3331	2172	1295							
yhdG	966	4024	5033	7344	12207	7431	5482							
yhdH	975	1792	1507	1691	6159	2942	2322							
yhdJ	885	786	512	642	634	1394	1215							
yhdN	369	1321	804	782	1112	919	1030							
yhdP	3714	2684	3602	3267	8813	4624	3272							
yhdT	243	58	80	132	176	218	190							
yhdU	165	654	395	464	1963	1967	1023							
yhdV	222	552	559	2073	2143	1874	1539							
yheL	288	507	409	462	1688	672	589							
yheM	357	168	199	224	713	575	428							
yheN	387	120	219	308	715	672	402							
yheO	723	2211	2321	3147	7498	7179	4715							
yheR	552	108	164	155	173	72	81							
yheS	1908	903	933	1075	1901	1710	1017							
yheT	1068	1056	1067	1245	1642	1365	1273							
yheU	219	326	323	348	369	342	356							
yheV	201	560	447	579	662	435	557							
yhfA	405	2596	2341	3362	4586	3531	3706							
yhfC	1182	159	178	195	527	270	217							
yhfG	168	870	703	226	413	220	106							
yhfK	2088	1808	1964	3067	3717	3003	2246							
yhfL	171	38	13	50	37	128	38							
yhgE	1710	595	663	643	486	499	605							
yhgF	2328	698	661	1391	1535	1394	727							
yhgG	237	77	166	197	372	288	252							
yhgH	684	871	309	250	2434	220	424							
yhgI	576	3387	1462	1283	12506	1242	2251							
yhhA	417	5688	4414	1229	734	1353	1239							
yhhJ	1125	930	1033	1247	338	615	1129							
yhhK	384	231	171	182	177	234	169							
yhhL	273	571	473	657	866	697	884							
yhhM	372	353	331	438	471	617	463							
yhhN	627	596	578	287	269	244	254							
yhhP	246	1283	1789	1761	986	1262	851							
yhhQ	666	837	1075	1043	395	440	277							
yhhS	1218	523	465	609	751	551	641							
yhhT	1050	1607	1269	483	318	285	272							
yhhV	228	109	76	77	25	29	36							
yhhW	696	298	269	370	497	239	344							
yhhX	1038	1340	1170	1798	2468	1828	2607							
yhhY	489	280	267	285	331	285	347							
yhiH	2742	1619	1770	2398	702	1131	2059							
yhiI	1068	441	557	587	363	347	614							
yhiN	1197	573	425	414	513	547	322							
yhiP	1473	29577	18132	20127	10351	15434	41706							
yhiQ	759	331	425	349	708	259	432							
yhiR	843	730	839	999	1701	1556	965							
yhjB	603	106	126	212	48	72	102							
yhjC	900	496	339	335	220	326	358							
yhjD	1029	1119	908	539	238	408	512							
yhjE	1323	409	468	236	162	192	160							
yhjG	2061	5277	5179	3020	273	271	252							
yhjH	768	12688	8382	9326	144	184	115							
yhjJ	1488	3561	3736	3973	10594	7743	3649							
yhjK	1920	755	889	923	1165	1254	893							
yhjQ	753	353	410	202	60	43	95							
yhjR	204	882	587	279	68	64	170							
yhjV	1299	946	845	941	1261	1958	502							
yhjW	1692	3019	2919	3812	34844	22312	5392							
yhjY	705	2034	1371	607	700	521	724							
yiaB	354	156	129	197	61	159	369							
yiaC	441	1605	1107	1408	1819	1713	2270							
yiaD	630	88	79	167	1740	672	151							
yiaE	975	438	434	502	771	569	540							
yiaF	711	2241	2146	2585	4151	3270	2829							
yiaG	291	11121	8919	3382	335	378	103							
yiaH	996	832	575	538	298	261	575							
yiaJ	801	730	470	564	590	832	423							
yiaK	999	38	40	26	23	24	25							
yiaL	465	24	15	19	8	25	20							
yiaM	474	18	4	19	7	3	0							
yiaN	1278	36	29	13	8	18	18							
yiaO	987	23	11	27	8	17	23							
yibD	1035	168	146	248	456	317	359							
yibF	609	2478	1751	723	535	671	463							
yibK	474	158	236	103	117	82	76							
yibL	363	716	818	657	998	1027	1029							
yibN	432	6575	5637	5948	10614	7703	3549							
yibP	1284	349	526	587	1355	814	453							
yibR	234	562	294	256	639	3950	1239							
yicC	864	1682	1461	1871	3507	1884	2268							
yicE	1392	411	457	675	1153	915	616							
yicH	1710	704	757	1133	1217	970	955							
yicI	2319	306	308	258	224	243	205							
yicJ	1383	74	50	49	75	62	55							
yicL	903	891	827	929	1135	892	909							
yicN	453	438	483	406	419	408	468							
yidA	846	1857	2779	8159	4866	2217	3666							
yidC	1647	4071	5161	7134	13653	10212	5808							
yidE	1662	2434	2041	3787	5636	6729	4402							
yidF	531	1278	1658	3926	2119	3982	4499							
yidG	363	351	397	482	531	508	536							
yidH	348	243	265	301	374	299	299							
yidQ	336	2209	1487	1196	1590	2002	1559							
yidR	1227	343	388	355	541	524	403							
yidY	1188	357	370	370	357	621	620							
yidZ	960	570	456	516	606	657	562							
yieE	756	633	679	1019	841	942	1252							
yieF	585	442	516	548	596	538	627							
yieG	1338	478	449	738	1100	785	696							
yieH	666	422	448	766	457	643	625							
yieM	1401	679	813	768	1028	693	1012							
yieN	1497	2373	1930	1995	2185	1626	2566							
yieO	296	257	184	155	222	159	199							
yieP	705	1323	965	1011	1498	1235	1484							
yifA	849	2609	2552	2902	3888	2791	5009							
yifB	1521	753	526	860	1268	999	1217							
yifE	339	3326	1177	1396	4727	4762	2435							
yifK	1386	1209	1060	954	1466	1175	826							
yifL	204	499	502	713	908	688	720							
yifZ	927	810	721	565	336	467	424							
yigA	708	554	645	802	1188	754	923							
yigB	717	254	321	391	665	462	402							
yigC (NC_011294 3811645..3812263)	618	296	337	483	349	248	305							
yigC (NC_011294 4052436..4053915)	1479	3593	3317	4369	5181	4243	3537							
yigI	486	24	27	19	13	16	8							
yigL	801	1049	875	1252	1580	1194	1155							
yigM	900	169	180	176	333	151	163							
yigN	1431	1439	1349	1485	2839	2177	1301							
yigP	606	2208	2275	3444	4438	3868	2891							
yigQ	963	604	705	659	978	753	709							
yigW	795	351	438	507	1390	954	574							
yigZ	615	862	855	965	2224	1276	714							
yihD	270	4061	3298	5059	5760	6206	8494							
yihE	987	6319	6984	10249	22754	16307	13332							
yihG	909	1165	1041	1221	1427	2081	1443							
yihI	516	3640	2380	1664	2239	2483	1398							
yihO	1421	506	378	312	319	372	283							
yihP	1383	351	306	282	418	532	307							
yihQ	2037	324	218	317	505	785	371							
yihR	852	282	288	265	374	382	302							
yihS	1242	111	105	96	220	381	120							
yihT	879	25	24	45	117	222	40							
yihU	897	17	16	13	17	57	10							
yihV	903	78	60	67	87	90	57							
yihW	804	1706	1226	1092	1974	1735	1541							
yihX	600	3066	2431	2300	3784	3052	1831							
yihZ	438	773	598	673	1135	823	434							
yiiD	990	2014	2040	2015	3802	2726	2086							
yiiG	1059	253	104	91	22	41	40							
yiiL	315	490	439	497	271	851	584							
yiiM	690	95	110	212	273	307	131							
yiiQ	597	357	357	440	400	491	441							
yiiR	429	185	223	216	440	246	320							
yiiU	240	7047	4208	8468	9653	11275	10900							
yijC	636	1010	1128	1521	3589	3223	1776							
yijD	360	1149	1132	1661	4329	2503	1727							
yijF	624	740	855	1085	835	857	914							
yijO	852	816	847	484	380	382	448							
yijP	1734	2285	2227	3428	4674	4073	3860							
yjaB	438	3699	1985	1786	1855	2003	2118							
yjaG	591	4136	3278	3767	3994	4508	3672							
yjaH	657	353	664	3987	1267	1650	1174							
yjbA	411	435	849	556	570	547	628							
yjbB	1557	951	991	606	2349	1258	511							
yjbC	870	1689	1162	1633	1511	3221	2596							
yjbD	273	504	655	672	1092	1110	1247							
yjbE	243	5	26	7	31	5	18							
yjbF	669	11	31	20	17	11	14							
yjbG	738	15	6	15	11	6	11							
yjbH	2097	567	574	501	731	752	516							
yjbJ	213	63820	40742	19686	2015	5101	2446							
yjbN	999	743	854	881	748	635	684							
yjbQ	417	2833	2593	2710	2567	2920	3946							
yjbR	357	1714	1447	1403	1130	1288	2330							
yjcB	282	162	144	180	61	20	44							
yjcC	1602	572	447	635	251	258	545							
yjcD	1350	758	683	638	722	554	204							
yjcE	1647	551	652	807	888	752	807							
yjcH	315	198	146	31	23	42	49							
yjcO	612	381	310	493	962	934	775							
yjdB	1644	1993	1743	2791	5676	3771	3546							
yjdC	576	2167	1756	1475	1518	1293	1593							
yjdE	1338	358	395	698	208	390	386							
yjdL	1461	289	444	1040	1210	1250	2339							
yjeA	978	1204	1459	1602	1614	1111	1221							
yjeB	426	4884	5126	4162	4616	4397	5284							
yjeE	459	712	708	701	1105	550	406							
yjeF	1548	726	701	523	658	484	321							
yjeH	1242	1785	2254	963	1729	793	894							
yjeI	372	1898	2109	2579	2159	3949	3757							
yjeJ	858	1006	771	901	334	521	846							
yjeK	1029	661	933	829	907	919	979							
yjeM	1503	338	291	642	552	750	630							
yjeO	315	272	340	355	659	775	509							
yjeP	3327	1297	1775	1519	3739	2812	1551							
yjeQ	1053	2902	2548	2836	4182	3371	2942							
yjeS	1140	2127	2210	2401	1973	2693	2492							
yjfC	1164	291	280	320	270	345	303							
yjfH	732	965	1164	1118	1677	1037	1765							
yjfI	405	27	15	38	10	21	26							
yjfJ	699	25	30	56	22	25	56							
yjfK	684	104	95	117	51	75	116							
yjfL	399	119	155	145	84	73	190							
yjfM	639	165	213	179	97	148	151							
yjfN	321	13074	13137	6599	9498	5530	14019							
yjfO	330	8471	9125	4280	6684	3719	8328							
yjfP	750	249	283	245	165	232	198							
yjfQ	756	573	577	617	605	677	690							
yjfR	1065	320	251	279	244	396	742							
yjfY	276	633	507	409	285	325	316							
yjgA	552	2287	1814	1145	1516	1294	1084							
yjgB	1020	1106	1477	690	374	370	462							
yjgD	417	7041	4895	6859	10120	10749	9995							
yjgF	387	5348	5550	11937	19134	25080	12105							
yjgK	453	303	193	276	344	707	349							
yjgM	504	325	297	374	181	352	430							
yjgN	1188	676	506	963	271	499	795							
yjgP	1101	1743	1597	1817	2198	1811	1966							
yjgQ	1083	840	976	964	1397	1128	1067							
yjhP	1632	2012	1853	2223	1671	1904	2730							
yjiA	957	713	585	887	865	846	789							
yjiE	909	1887	2466	3095	160	3093	2603							
yjiG	462	2652	2366	3849	92	4385	1512							
yjiH	885	5772	4786	9007	186	13504	3727							
yjiJ	1185	527	501	402	259	289	354							
yjiN	1272	1355	1212	868	390	535	350							
yjiO	1242	840	827	852	699	873	560							
yjiS	165	298	767	607	1223	390	248							
yjiX	204	308	226	342	311	380	392							
yjiY	2151	197	279	585	501	423	572							
yjjA	462	559	455	512	703	511	745							
yjjG	678	885	773	1020	1580	1406	834							
yjjI	1551	2185	2138	3450	7216	4610	2345							
yjjK	1668	1579	1707	2419	5101	4431	1773							
yjjP	912	753	642	1103	1050	1044	604							
yjjQ	726	36	22	22	6	14	18							
yjjU	1074	1301	1363	1112	502	807	524							
yjjV	774	153	233	174	247	187	88							
yjjW	864	389	515	965	1747	1265	687							
yjjX	516	197	163	140	289	157	156							
yjjY	141	6353	3837	4612	5150	6603	3926							
ylaB	1551	1531	1294	1374	825	1399	1379							
ylaC	471	4493	3871	3937	3865	2863	3960							
ylbA	786	1280	1144	1330	903	1291	1474							
ylbE	1260	29	33	41	24	57	16							
ylbF	810	4	25	31	13	13	8							
yliA	1872	645	667	616	387	548	387							
yliB	1539	1725	1678	1282	1306	1286	1064							
yliC	921	312	407	237	255	353	214							
yliD	912	545	684	493	376	376	445							
yliJ	627	739	856	1138	792	543	763							
ymbA	564	815	891	929	1460	981	894							
ymdA	321	663	434	555	45	46	113							
ymdC	1488	2400	2793	2320	1504	1301	2181							
ymdF	168	12910	22030	17823	152	275	324							
ymfB	462	728	849	1083	881	901	873							
ymfC	666	987	704	685	556	962	669							
ymgE	255	1992	2328	818	30	37	55							
ynaF	435	32452	14172	24347	3187	18901	44176							
ynaI	1032	1644	1194	2218	1076	2237	2274							
ynaJ	255	5896	3989	4776	1259	2039	6917							
ynbE	192	225	277	229	259	277	195							
yncA	516	338	313	323	315	240	476							
yncB	1071	4166	4184	2700	819	1233	1161							
yncC	666	5332	2489	1241	58	61	27							
yncD	2106	2643	2781	927	252	492	303							
yncJ	231	84	106	96	552	200	40							
yneA	1023	52952	29076	11683	870	14237	64757							
yneB	876	104259	61225	23438	2376	29957	129446							
yneC	294	21125	12914	5877	456	6703	30602							
yneG	360	232	239	154	190	196	300							
yneH	927	256	389	465	550	385	548							
yneI	1389	276	376	894	500	540	1417							
yneJ	873	315	182	167	73	88	109							
ynfA	327	141	94	126	92	138	122							
ynfB	342	7454	5511	7025	5354	8254	9182							
ynfC	720	1946	1636	2052	1627	1692	2800							
ynfD	309	1010	800	736	903	714	574							
ynfI	615	535	705	1219	1202	1016	1153							
ynfK	696	6043	4270	9564	9614	8149	5711							
ynfL	900	241	172	184	138	166	142							
ynfM	1254	1003	1330	2090	1477	4557	2257							
ynhA	417	2574	4009	826	160	169	260							
ynhG	1002	3445	4147	1167	447	292	421							
yniB	537	3900	2868	2209	1404	2059	4252							
yniC	669	627	634	561	571	613	653							
yoaA	1911	633	823	926	1727	1458	867							
yoaB	345	1076	1420	2868	3262	2760	2573							
yoaE	1560	1119	1239	1592	2326	2084	1082							
yoaG	183	126	68	166	109	276	172							
yoaH	180	536	578	877	737	1248	1047							
yobA	381	1364	1451	1198	1271	913	991							
yobF	144	65573	55198	113384	88130	136639	85636							
yobG	144	502	674	9643	5525	9288	7327							
yodD	228	8596	6498	2072	188	649	325							
yohC	588	631	585	141	58	87	84							
yohD	597	134	158	82	114	96	80							
yohF	762	530	418	312	83	145	85							
yohG	1437	89	101	111	70	68	83							
yohI	939	616	900	253	103	73	52							
yohJ	399	579	398	522	533	580	446							
yohK	696	360	229	278	351	305	281							
yohL	273	5625	2803	2142	251	398	671							
yojI	1644	414	515	349	485	433	415							
yojN	2670	4195	4573	7262	5041	5972	6080							
ypeC	327	798	905	1005	673	936	1316							
ypfG	1044	223	234	641	353	933	718							
ypfI	2019	820	1090	395	522	340	397							
yqaA	426	1225	1290	1832	2140	1577	1654							
yqaB	567	1167	1344	2296	2713	2408	2193							
yqaE	159	4797	3122	1359	2814	4434	113							
yqcB	783	159	280	361	317	292	286							
yqcC	330	60	109	155	63	101	95							
yqeF	1179	1032	910	536	373	328	548							
yqfA	660	3545	3943	2454	6240	2724	9389							
yqfB	312	1906	884	1376	1354	4716	2548							
yqgA	708	228	255	304	180	172	208							
yqgB	132	172	109	179	501	334	223							
yqgD	300	204	209	278	204	286	235							
yqgE	564	1237	1365	1508	2006	1488	1855							
yqgF	417	304	388	457	607	567	610							
yqhA	495	2298	1886	2437	1014	896	1480							
yqhC	918	1282	1066	794	610	768	805							
yqhD	1164	633	564	926	690	1201	754							
yqiA	582	1716	1654	2300	2971	3051	2060							
yqiB	423	2708	1828	2060	2811	3147	3250							
yqiC	297	1706	1645	1385	1444	2262	2159							
yqiK	1680	1569	1789	1596	1065	1234	1234							
yqjA	663	2210	2742	2895	4581	3378	2475							
yqjB	384	1638	2143	2354	2826	2670	2333							
yqjC	369	25926	19333	6475	3186	4348	3779							
yqjE	399	5445	6032	3309	1852	1682	1459							
yqjF	486	293	319	136	74	67	61							
yqjG	987	3026	2331	836	431	373	412							
yqjH	768	88	73	102	151	60	67							
yqjI	648	494	560	725	1138	265	386							
yqjK	300	572	534	312	271	198	178							
yraL	864	640	625	691	817	836	880							
yraM	2043	1018	976	1498	1825	1512	976							
yraN	396	140	166	257	325	274	171							
yraO	591	1488	1798	2355	4315	3114	2189							
yraP	576	639	930	1090	2306	1653	954							
yraR	669	218	280	141	145	144	69							
yrbA	294	864	725	923	1285	966	768							
yrbB	297	207	215	249	453	311	200							
yrbC	636	1554	1545	1837	2610	1866	1801							
yrbD	552	1244	1220	1288	1940	1098	1104							
yrbE	783	272	358	406	567	351	320							
yrbF	813	249	280	300	477	305	245							
yrbG	936	458	491	808	877	748	463							
yrbH	987	1186	1221	2125	2657	2255	1646							
yrbI	567	1581	1558	1832	2486	1472	1600							
yrbK	576	2873	2624	3371	4158	3426	2506							
yrbL	633	7000	7002	1764	483	544	1236							
yrdA	555	3255	2948	3573	4075	5114	3377							
yrdB	258	1065	1270	1756	1481	1384	1658							
yrdC	573	2378	2742	3641	3041	2478	3109							
yrdD	543	4447	4944	6253	4870	4313	6252							
yrfA	402	25	43	19	31	34	62							
yrfB	474	11	17	8	14	10	18							
yrfC	540	19	30	27	32	18	46							
yrfD	780	14	40	30	50	37	25							
yrfF	2133	2089	2372	4388	3449	5504	4066							
yrfG	669	850	859	720	1444	854	763							
yrfH	402	270	252	225	550	195	203							
ysaA	474	173	168	196	356	151	141							
ytfB	636	1352	1349	689	1041	700	794							
ytfE	663	211	146	208	147	238	281							
